Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location
5602615,2019-04-17,5.0,4,Hollenbeck,401,55,F,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,4500    MOSHER                       AV,,"(34.0947, -118.204)"
5604522,2019-04-18,2034.0,12,77th Street,1253,21,M,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,FLORENCE,LA SALLE,"(33.9746, -118.3057)"
5605823,2019-04-20,105.0,9,Van Nuys,971,43,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA,COLUMBUS,"(34.1535, -118.464)"
5601568,2019-04-16,140.0,11,Northeast,1148,25,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MARION,AVENUE 45,"(34.1051, -118.2107)"
5600150,2019-04-14,459.0,19,Mission,1993,21,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,15100    ROSCOE                       BL,,"(34.2215, -118.4618)"
5600044,2019-04-14,256.0,9,Van Nuys,964,29,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VAN NUYS                     BL,VENTURA                      FY,"(34.1603, -118.4399)"
5605781,2019-04-19,2305.0,9,Van Nuys,911,59,M,W,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,VOSE                         ST,SEPULVEDA                    BL,"(34.1985, -118.4662)"
5605608,2019-04-19,1940.0,16,Foothill,1612,48,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FILMORE,DE FOE,"(34.2748, -118.4174)"
5605956,2019-04-20,530.0,20,Olympic,2027,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6TH                          ST,HAMPSHIRE                    ST,"(34.0636, -118.296)"
5605799,2019-04-19,2305.0,14,Pacific,1475,51,M,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MCCONNEL,80TH                         ST,"(33.9671, -118.4095)"
5602505,2019-04-16,2130.0,14,Pacific,1487,54,F,B,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,MANCHESTER,AVIATION,"(33.9575, -118.3916)"
5600357,2019-04-14,1621.0,15,N Hollywood,1555,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,11000    HORTENSE                     ST,,"(34.1545, -118.3706)"
5599892,2019-04-13,2245.0,5,Harbor,529,36,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,E                            ST,QUAY                         ST,"(33.7753, -118.2456)"
5600874,2019-04-15,134.0,20,Olympic,2029,45,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,1ST,BERENDO,"(34.0652, -118.2878)"
5605869,2019-04-20,140.0,9,Van Nuys,926,24,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,14100    VANOWEN                      ST,,"(34.1939, -118.44)"
5599979,2019-04-13,2320.0,12,77th Street,1253,39,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE,WESTERN                      AV,"(33.9746, -118.309)"
5603768,2019-04-18,250.0,3,Southwest,378,30,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,VERMONT                      AV,EXPOSITION                   BL,"(34.0182, -118.2915)"
5600077,2019-04-14,350.0,1,Central,191,28,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN PEDRO                    FY,PICO,"(34.0388, -118.2717)"
5604557,2019-04-18,2025.0,12,77th Street,1253,61,M,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,1600 W  FLORENCE                     AV,,"(33.9746, -118.3046)"
5604672,2019-04-19,24.0,15,N Hollywood,1541,34,F,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,COLDWATER CA                 BL,VENTURA                      FY,"(34.1638, -118.4087)"
5601317,2019-04-15,1600.0,13,Newton,1395,37,F,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SAN PEDRO,60TH ST,"(33.9784, -118.263)"
5600106,2019-04-14,416.0,1,Central,112,25,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,US 101 FWY,LOS ANGELES,"(34.0556, -118.2403)"
5600899,2019-04-15,200.0,14,Pacific,1409,22,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENICE,NATIONAL,"(34.0295, -118.3883)"
5603794,2019-04-18,225.0,9,Van Nuys,935,27,M,H,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,6200    SYLMAR                       AV,,"(34.1827, -118.4465)"
5602535,2019-04-16,2005.0,12,77th Street,1213,29,M,B,22.0,Driving Under Influence,F,23153(F)VC,DUI OF A DRUG CAUSING INJURY,500 E  HARDY                        ST,,"(33.9921, -118.3108)"
5600188,2019-04-14,745.0,16,Foothill,1687,28,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ARMINTA                      ST,CRANER                       AV,"(34.2139, -118.3693)"
5600014,2019-04-14,114.0,15,N Hollywood,1524,24,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SHERMAN                      WY,HOLLYWOOD                    FY,"(34.1869, -118.3987)"
5600666,2019-04-14,2015.0,12,77th Street,1257,25,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,7700 S  FIGUEROA                     ST,,"(33.9698, -118.2827)"
5604816,2019-04-19,440.0,19,Mission,1972,28,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BURNET,NORDHOFF,"(34.2355, -118.4632)"
5604584,2019-04-18,2215.0,12,77th Street,1253,21,F,B,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,FLORENCE,LA SALLE,"(33.9746, -118.3057)"
5605663,2019-04-19,2020.0,9,Van Nuys,926,39,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,KITTRIDGE,SYLMAR,"(34.1907, -118.4465)"
5605932,2019-04-20,440.0,3,Southwest,329,24,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,EXPOSITION,FIGUEROA                     ST,"(34.0246, -118.2772)"
5604327,2019-04-18,1605.0,16,Foothill,1621,34,M,H,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,13500    VAN NUYS                     BL,,"(34.2627, -118.4347)"
5604348,2019-04-18,1620.0,12,77th Street,1231,30,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SLAUSON                      AV,ALISO                        AV,"(33.9852, -118.3463)"
5605980,2019-04-20,630.0,10,West Valley,1021,48,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CORBIN                       AV,KITTRIDGE                    ST,"(34.191, -118.5622)"
5605760,2019-04-19,2329.0,6,Hollywood,635,26,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VINE,US 101 FRWY,"(34.1079, -118.3337)"
5600815,2019-04-15,127.0,16,Foothill,1681,30,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE                       BL,HOLLYWOOD                    FY,"(34.2217, -118.41)"
5604553,2019-04-18,2105.0,12,77th Street,1253,44,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE,LA SALLE,"(33.9746, -118.3057)"
5605500,2019-04-19,1640.0,14,Pacific,1441,32,F,W,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,WASHINGTON,VIA MARINA,"(33.9826, -118.4611)"
5602614,2019-04-17,50.0,4,Hollenbeck,464,19,M,H,17.0,Liquor Laws,M,23224(B)VC,MINOR IN POSS OF ALCOHOL BEVERAGE IN VEH,1ST                          ST,SOTO,"(34.0437, -118.2098)"
5602725,2019-04-17,540.0,7,Wilshire,776,32,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,4800    VENICE                       BL,,"(34.0441, -118.3378)"
5604781,2019-04-19,328.0,9,Van Nuys,941,28,F,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SEPULVEDA,BURBANK,"(34.1721, -118.4662)"
5599930,2019-04-13,2250.0,11,Northeast,1144,23,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,HYPERION,SCOTLAND,"(34.1011, -118.2732)"
5603692,2019-04-17,2303.0,20,Olympic,2097,38,F,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VERMONT                      AV,SANTA MONICA                 FY,"(34.0385, -118.2959)"
5599857,2019-04-13,2105.0,10,West Valley,1049,31,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VICTORY,HAVENHURST,"(34.1757, -118.4846)"
5605912,2019-04-20,150.0,9,Van Nuys,932,49,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6300    KESTER                       AV,,"(34.1849, -118.4575)"
5605957,2019-04-20,520.0,12,77th Street,1265,48,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MANCHESTER,NORMANDIE,"(33.96, -118.3003)"
5603611,2019-04-17,2131.0,13,Newton,1395,31,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6800 S  SAN PEDRO                    ST,,"(33.9779, -118.2695)"
5602458,2019-04-16,1950.0,12,77th Street,1256,21,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FIGUEROA                     AV,FLORENCE                     AV,"(33.9747, -118.2827)"
5601051,2019-04-15,840.0,20,Olympic,2073,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,15TH                         ST,WESTERN                      AV,"(34.0454, -118.309)"
5601518,2019-04-15,2330.0,3,Southwest,355,53,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,35TH                         PL,DENKER                       AV,"(34.0219, -118.3133)"
5605895,2019-04-20,257.0,15,N Hollywood,1586,23,M,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LANKERSHIM,VENTURA                      FY,"(34.1425, -118.3643)"
5600277,2019-04-14,1145.0,20,Olympic,2024,39,M,O,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,OXFORD,S  6TH                          ST,"(34.0617, -118.3078)"
5599935,2019-04-13,2310.0,4,Hollenbeck,401,38,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOMER                        ST,AVENUE 43,"(34.0926, -118.2051)"
5604563,2019-04-18,2150.0,12,77th Street,1253,24,F,B,22.0,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,FLORENCE,LA SALLE,"(33.9746, -118.3057)"
5600808,2019-04-15,121.0,10,West Valley,1041,25,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TAMPA,VENTURA                      FY,"(34.1737, -118.5535)"
5600616,2019-04-14,1800.0,12,77th Street,1243,58,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,69TH,WESTERN,"(33.977, -118.309)"
5605561,2019-04-19,1900.0,13,Newton,1364,35,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,46TH                         ST,CENTRAL,"(34.0021, -118.2565)"
5600046,2019-04-14,231.0,19,Mission,1911,18,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROXFORD                      ST,GOLDEN STATE                 FY,"(34.3034, -118.4796)"
5600080,2019-04-14,250.0,12,77th Street,1245,51,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE                     AV,VERMONT                      AV,"(33.9746, -118.2918)"
5605917,2019-04-20,353.0,11,Northeast,1112,28,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,YORK,2 FREEWAY,"(34.1252, -118.2283)"
5604967,2019-04-19,1130.0,9,Van Nuys,935,57,F,W,22.0,Driving Under Influence,M,23153(A)VC,DUI ALCOHOL CAUSING INJURY,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5605783,2019-04-20,1.0,10,West Valley,1079,23,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WHITE OAK,VENTURA                      FY,"(34.1599, -118.4766)"
5600092,2019-04-14,110.0,9,Van Nuys,926,24,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VANOWEN,NOBLE,"(34.1903, -118.4399)"
5600720,2019-04-14,2228.0,1,Central,122,23,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LOS ANGELES,ALISO,"(34.0572, -118.2481)"
5600059,2019-04-14,248.0,15,N Hollywood,1503,27,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VICTORY                      BL,WHITSETT                     AV,"(34.2003, -118.4002)"
5603674,2019-04-17,2035.0,15,N Hollywood,1527,44,M,W,22.0,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,TUJUNGA,VICTORY,"(34.1867, -118.379)"
5605800,2019-04-20,25.0,9,Van Nuys,971,44,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA,COLUMBUS,"(34.1535, -118.464)"
5600317,2019-04-14,1541.0,15,N Hollywood,1563,35,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,E  VENTURA                      FY,W  TUJUNGA,"(34.1541, -118.379)"
5605931,2019-04-20,316.0,8,West LA,897,37,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROBERTSON                    BL,I 10 WEST,"(34.0323, -118.3964)"
5602266,2019-04-16,1530.0,18,Southeast,1803,28,F,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,AVALON                       ST,87TH                         PL,"(33.9581, -118.2651)"
5602920,2019-04-17,1220.0,1,Central,127,26,M,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
5604508,2019-04-18,2015.0,1,Central,191,38,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,PICO,FIGUEROA,"(34.0407, -118.268)"
5601684,2019-04-16,610.0,3,Southwest,321,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,3500 S  LA CIENEGA,,"(34.0242, -118.3722)"
5600763,2019-04-14,2318.0,4,Hollenbeck,443,23,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CORNWELL,CHARLOTTE,"(34.0573, -118.2039)"
5601127,2019-04-15,1150.0,5,Harbor,565,55,M,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,900 S  GAFFEY                       ST,,"(33.7361, -118.2923)"
5604339,2019-04-18,1555.0,2,Rampart,245,66,M,H,18.0,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5604601,2019-04-18,2155.0,13,Newton,1385,23,M,H,22.0,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,59TH                         PL,AVALON,"(33.9861, -118.2652)"
5600026,2019-04-14,204.0,7,Wilshire,782,23,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,ROBERTSON                    BL,"(34.0387, -118.3717)"
5601562,2019-04-15,2200.0,6,Hollywood,676,28,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MELROSE,VINE,"(34.0835, -118.3266)"
5600898,2019-04-15,350.0,3,Southwest,318,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VERMONT                      AV,22ND                         ST,"(34.036, -118.2916)"
5605622,2019-04-19,1840.0,17,Devonshire,1779,44,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,AQUEDUCT                     AV,AQUEDUCT,"(34.24, -118.4738)"
5602671,2019-04-17,240.0,15,N Hollywood,1513,34,M,W,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,12400    LEMAY                        ST,,"(34.1912, -118.4031)"
5600113,2019-04-14,519.0,11,Northeast,1122,25,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,RIVERSIDE                    DR,GLENDALE                     BL,"(34.118, -118.2707)"
5604772,2019-04-19,307.0,19,Mission,1991,25,M,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE                       BL,SAN DIEGO                    FY,"(34.2214, -118.4731)"
5606004,2019-04-20,1035.0,12,77th Street,1258,28,M,W,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,7600 S  BROADWAY,,"(33.9708, -118.2783)"
5604485,2019-04-18,1920.0,12,77th Street,1253,27,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,FLORENCE,LA SALLE,"(33.9746, -118.3057)"
5601621,2019-04-16,426.0,21,Topanga,2175,31,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA,SHOUP,"(34.1688, -118.6145)"
5602508,2019-04-16,2030.0,14,Pacific,1474,22,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,80TH                         ST,LOYOLA                       BL,"(33.9659, -118.4167)"
5602642,2019-04-17,145.0,3,Southwest,355,24,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,GRAMERCY                     PL,35TH                         ST,"(34.0246, -118.3138)"
5605897,2019-04-20,236.0,2,Rampart,282,28,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOOVER                       ST,VENICE                       BL,"(34.0438, -118.2841)"
5602538,2019-04-16,2245.0,21,Topanga,2155,42,M,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,6300    GLADE                        AV,,"(34.1848, -118.6077)"
5603760,2019-04-17,2357.0,19,Mission,1925,18,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,12600    BRADLEY                      AV,,"(34.2992, -118.4517)"
5605476,2019-04-19,1707.0,13,Newton,1361,23,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BROADWAY,VERNON,"(34.0038, -118.2783)"
5605721,2019-04-19,2255.0,1,Central,191,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENICE,FIGUEROA,"(34.0381, -118.2716)"
5600094,2019-04-14,330.0,16,Foothill,1623,25,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,NORRIS,PIERCE,"(34.2704, -118.4162)"
5603821,2019-04-18,420.0,6,Hollywood,679,23,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SANTA MONICA,HOBERT,"(34.0886, -118.3027)"
5605967,2019-04-20,346.0,19,Mission,1944,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GOLDEN STATE                 FY,RONALD REAGAN                FY,"(34.2724, -118.4419)"
5605648,2019-04-19,2100.0,9,Van Nuys,914,54,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SEPULVEDA                    BL,SHERMAN                      WY,"(34.2012, -118.4662)"
5600005,2019-04-14,35.0,13,Newton,1391,27,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,GRAND,GAGE,"(33.9824, -118.2801)"
5599961,2019-04-14,5.0,11,Northeast,1144,41,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HYPERION,SCOTLAND,"(34.1011, -118.2732)"
5605657,2019-04-19,2025.0,2,Rampart,299,29,M,B,22.0,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,PICO,UNION,"(34.0446, -118.2769)"
5604530,2019-04-18,2046.0,12,77th Street,1243,50,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,71ST                         ST,STANDREWS,"(33.979, -118.3112)"
5600029,2019-04-14,112.0,10,West Valley,1049,31,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HAYVENHURST,BURBANK,"(34.167, -118.4923)"
5604870,2019-04-19,800.0,20,Olympic,2029,36,M,H,18.0,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",WILSHIRE,VERMONT,"(34.0618, -118.2916)"
5599899,2019-04-13,2115.0,11,Northeast,1144,54,M,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,HYPERION,SCOTLAND,"(34.1011, -118.2732)"
5599939,2019-04-13,2208.0,11,Northeast,1144,21,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,HYPERION,SCOTLAND,"(34.1011, -118.2732)"
5605924,2019-04-20,301.0,14,Pacific,1465,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SEPULVADA                    BL,CENTINELA,"(33.9864, -118.4065)"
5603690,2019-04-17,2308.0,11,Northeast,1109,23,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SCHOLL CANYON                RD,134                          FY,"(34.1439, -118.1955)"
5604792,2019-04-18,1930.0,21,Topanga,2145,63,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FARRALONE,VANOWEN,"(34.1938, -118.6104)"
5603722,2019-04-17,2330.0,21,Topanga,2149,58,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SHERMAN                      WY,OAKDALE,"(34.2012, -118.5666)"
5603720,2019-04-18,105.0,15,N Hollywood,1541,36,M,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,COLDWATER CANYON             AV,VENTURA                      FY,"(34.1638, -118.4087)"
5601376,2019-04-15,1945.0,9,Van Nuys,991,36,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,3300    SCADLOCK                     LN,,"(34.1315, -118.4657)"
5602515,2019-04-16,2126.0,15,N Hollywood,1599,28,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,LANKERSHIM                   BL,"(34.1377, -118.3628)"
5600101,2019-04-14,451.0,10,West Valley,1041,39,M,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TAMPA                        AV,VENTURA                      FY,"(34.1737, -118.5535)"
5600252,2019-04-14,1130.0,8,West LA,857,25,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,1500    GLENVILLE                    DR,,"(34.0525, -118.3932)"
5600024,2019-04-14,207.0,10,West Valley,1018,21,F,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HASKELL                      AV,SHERMAN                      WY,"(34.2012, -118.4749)"
5600064,2019-04-14,100.0,20,Olympic,2069,28,F,B,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,LAKEVIEW,OLYMPIC,"(34.0499, -118.2879)"
5602585,2019-04-16,2230.0,15,N Hollywood,1524,29,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GILMORE,WILKINSON                    AV,"(34.1869, -118.3987)"
5605841,2019-04-20,5.0,3,Southwest,307,40,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CRENSHAW,ADAMS,"(34.0326, -118.335)"
5600683,2019-04-14,2010.0,12,77th Street,1249,56,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GAGE                         ST,FIGUEROA,"(33.9824, -118.2827)"
5599974,2019-04-13,2355.0,11,Northeast,1144,36,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HYPERION,SCOTLAND,"(34.1011, -118.2732)"
5603737,2019-04-18,152.0,21,Topanga,2187,59,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CANOGA,VENTURA                      FY,"(34.1696, -118.5974)"
5605999,2019-04-20,915.0,14,Pacific,1428,32,M,B,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,10700    PALMS                        BL,,"(34.0265, -118.4184)"
5605758,2019-04-19,2346.0,2,Rampart,299,42,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,PICO,UNION,"(34.0446, -118.2769)"
5605732,2019-04-19,2251.0,16,Foothill,1612,21,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,PACOIMA                      DR,PAXTON                       ST,"(34.2733, -118.4202)"
5601251,2019-04-15,1320.0,19,Mission,1913,24,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,SAN FERNANDO                 RD,BLEDSOE,"(34.3049, -118.4658)"
